sentiment,text
1,well i'm gonna go enjoy being in seattle.....
0,i hate the lakers..
1,i love tom cruise.
0,I hate Tom Cruise.
1,"She also said she didnt miss her Thanksgiving because Geico was so great and he goes "" MASHED POTATOES AND CRANBERRY SAUCE!!!!"
1,i need to call state farm back and tell them why i want to negotiate..
0,Boston SUCKS.
1,", Boston is great..."
1,"Honda is excellent,'94 and up."
1,I love Tom Cruise.
0,god I hate paris hilton...
1,"i look across my beautiful boston, and something inside me is taken aback, struck with such force that i lose my breathe for a second..."
0,"Along the sides of exit fly-over there were parallel parking spots for "" attractive cars only "" — the sign listed several criteria of which my crappy Honda qualified for none."
1,I love the Geico Gecko!
0,"I can only imagine, with the bloated egos and arrogant liberalism at Harvard, this effect was magnified..."
0,"American Airlines however, sucks major ass."
0,BOSTON SUCKS!!
0,and i blame angelina jolie!
1,"This means we beat out schools like MIT, which is amazing for a relatively small, unassuming lil'IS department."
1,I love you MacBook Pro!!!
0,I was rejected by the stupid San Francisco literary agency that I sent my manuscript to.
1,"Well, my job at GEICO has been great so far."
1,My Purdue Cal friends are awesome!..
1,I love MIT so much...
1,i love angelina jolie.
0,it turns out someone stole his computer while he was in London which really sucks.
1,& i adore my little honda < 3.
1,i went to look into the details about my graduation gear and when i came back my beautiful blue toyota PASS got a ticket for being 5 min.
1,"i love Kappo Honda, which is across the street.."
1,Boston's been awesome.
1,I love paris hilton...
1,"Lol the other day this super ugly fat girl who i have never even talked to before said i looked like a paris hilton wanna-be, i was like wow thanks i love paris hilton!"
1,the beautiful Harvard grad —..
1,"I love Shanghai, it's such a great city, and Hongzhou is only a two hour train ride away from it."
0,"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED."
0,But a commentary on the last page talked about how awful Harvard undergraduate was.
1,I love Tom Cruise.
0,I hate Toyota...
1,"Geico would be great, and I really hope that works out."
1,I like Purdue University's computer lab!..
1,"If God exists, why are morons like Paris Hilton considered beautiful?.("
1,It's in London right outside oxford Circus tube station which I am over the moon about ( I love London! ) but I'm also thinking like...
1,I'd like to talk today about how much I hate Paris Hilton.....
1,i love shanghai ~ ~ ~ ~ 外滩好像有一家专卖上海纪念品的小店 ~ ~ ~.
1,"Previously, I have installed Windoze just so I can show my PC faithful friends how awesome MacBook Pro is."
1,GEICO is a GREAT ride.
1,MIT's Naxos Music Library subscription is AWESOME..
0,The traffic in Hangzhou and Shanghai was horrible.
0,and yeah US airways SUCKS dude.
0,I needed San Francisco but not until a month ago.
1,"Before I left Missouri, I thought London was going to be so good and cool and fun and a really great experience and I was really excited."
0,Boston SUCKS.
1,"Apparently, MIT and Olin are awesome."
1,i love my new Macbook..
1,I love Macbook effects...
1,She strikes me like Hillary Clinton-lite.
1,I like what George W Bush originally proposed a guest worker program that would lead into permanant residency and eventual citizenship of the United States while attending free english language and American assimilation schools.
1,Boston's been awesome.
1,There is a Taste of China right by GEICO that has great food.
1,"State Farm is taking good care of them, but they may be living in an apartment for a while."
0,BOSTON SUCKS!!
1,ps i LOVE toyota and yeh you need a HIS AND HERS....
1,"Personally, I blame Angelina Jolie, a psychologically-damaged attention-seeker who seems to have somehow convinced almost every woman on LJ that having an icon with her face on it makes you a sexually-interesting noncomformist wildchild."
1,"As i stepped out of my beautiful Toyota, i heard a scream as a gust of wind had just passed."
1,I detest the homeless population of San Francisco.
0,It seems to me that everything I want is in Seattle.
0,"i hate 3 paris hilton, halary duff, lindsay lohan."
0,+ + + Bruce Willis hat den PrÃ ¤ sident von Kolumbien verÃ ¤ rgert weil er ganz arrogant das Land wegen der Koks-Dealer mit Terroristen gleichsetzt..
1,well i'm gonna go enjoy being in seattle.....
1,I love the Los Angeles LAKERS!!!.
1,"Previously, I have installed Windoze just so I can show my PC faithful friends how awesome MacBook Pro is."
1,"I love Angelina Jolie and i love you even more, also your music on your site is my fav."
1,"Well apparently all people driving toyota 4runners are appalingly ugly, or so one would think based on him not even glancing in my direction!"
0,stupid UCLA..
0,"The history here goes back to the summer of 1992, when the San Francisco Giants were terrible."
0,"yeah, I'm already an hour away from T. O. so it's not close for me to go to kitchener or London which sucks..."
1,"Well apparently all people driving toyota 4runners are appalingly ugly, or so one would think based on him not even glancing in my direction!"
1,"She also said she didnt miss her Thanksgiving because Geico was so great and he goes "" MASHED POTATOES AND CRANBERRY SAUCE!!!!"
1,I love UCLA but miss everyone from back home.
0,"i think if i hate boston, ill just disappear to california for the summers..."
1,I love Harvard's quad.
0,and i blame angelina jolie!
1,the beautiful Harvard grad —..
0,"harvard is dumb, i mean they really have to be stupid to have not wanted her to be at their school."
1,I miss Boston...
0,"besides, UCLA was a stupid dream..."
0,I needed San Francisco but not until a month ago.
0,BOSTON STILL SUCKS!!!!!!.
0,"By the time I left the Hospital, I had no time to drive to Boston-which sucked because 1)"
0,I hate paris hilton too!
1,boston is great: ).
1,I need some of that geico balboa stuff..
1,"I also love the new rabbits, I still want an x-terra-but Luke's will do, and I kinda like Honda Elements, but they got a bad safety rating: (.."
1,"personally, i still love my 1999 toyota camry, 4 cylinder, 35mpg, gray, comfy, smooth, dependable...."
0,AH SHIITE I LOST FIFTY CENTS TO THE SUPERBOWL { I HATE YOU SEATTLE!!! }...
1,i do i love angelina jolie!..
1,"Yep, I'm still in London, which is pretty awesome: P Remind me to post the million and one pictures that I took when I get back to Markham!..."
0,"I can only imagine, with the bloated egos and arrogant liberalism at Harvard, this effect was magnified..."
1,"personally, i still love my 1999 toyota camry, 4 cylinder, 35mpg, gray, comfy, smooth, dependable...."
1,i like seattle....
1,I'd like to talk today about how much I hate Paris Hilton.....
1,have an awesome time at purdue!..
1,But I miss Boston.
0,The Lakers can suck me...
1,"And I would love myself a Macbook ( to be used for number crunching, surfing, gaming, and word processing ) if not for anything than it's "" cool "" factor lol.."
1,"finally, i know it sounds like i hate on harvard too much."
0,"besides, UCLA was a stupid dream..."
0,I know you're way too smart and way too cool to let stupid UCLA get to you...
0,"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED."
1,"i'd love to see the clips and lakers in the second round, though the winner would just be a stepping stone for the mavs or spurs..."
0,"The history here goes back to the summer of 1992, when the San Francisco Giants were terrible."
0,I hate Seattle..
0,mostly these stupid guys with their shitty honda civics trying to sup them up like they are badass.
1,Boston's been awesome.
1,I like honda civics!!!!!!.
1,"As much as I love the Lakers and Kobe, I still have to state the facts..."
1,"Mike is just worried that he won't be able to pay for his new Toyota Corolla, which is stupid becuase he can't afford it in the first place."
1,"San Francisco is great for that, too."
1,American Express Blue Cash is pretty awesome..
1,"Previously, I have installed Windoze just so I can show my PC faithful friends how awesome MacBook Pro is."
1,"Paris Hilton must be taken down, for the good of the planet."
1,* Trainee's and MIT's in the building make for a stressful night...
0,"I really, really hate TOM CRUISE."
1,I LOVE PARIS HILTON.
1,"If loving the Geico caveman commercials is wrong, then I don't want to be right..."
1,George W Bush: is a good president...
1,i love seattle..
0,oh! Traffic in Seattle sucks!
1,I love my 13 year old Toyota!..
1,ugly honda!..
1,"I miss my UCLA buds a lot, especially my BW friends."
1,"also, san francisco is awesome and you would have a lot of fun there..."
0,"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED."
1,"I definitely slept in my coat, but I slept really comfortably, because I had my awesome purdue blanket my mommy made me, and my own pillow....."
0,none of that crappy toyota anymore!!
1,I like honda civics!!!!!!.
1,"In fact, I'm pretty sure the USB mouse from my old computer would work with this one, so really all I need is AAA batteries, but man, I always hate buying AAA batteries."
1,Now I like AAA very much!!
1,"So far, Allstate has been great...."
1,well i'm gonna go enjoy being in seattle.....
1,I really miss my Sony VAIO!!!..
1,"Before I left Missouri, I thought London was going to be so good and cool and fun and a really great experience and I was really excited."
1,I love the lakers..
1,"n metti wa gor wait me end up the ce,. then we hv dinner ga..... i love u galz say "" wait me "" aaa."
1,"I'm biased, I love Angelina Jolie.."
1,i love seattle so much.
0,i hate my mom's honda accord.
1,This is clearly intended to make American Airlines look negligent.
1,Shanghai is beautiful ~..
0,"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED."
0,Stupid UCLA....
1,News that Angelina Jolie is going to be playing some sort of evil queen in the latest Beowulf movie > _ < What evil queen!?!?!
0,I was rejected by the stupid San Francisco literary agency that I sent my manuscript to.
1,i love you my harvard boy..(
1,I like Purdue University's computer lab!..
0,i hate UCLA...
1,"。 here we go again, I love shanghai!!.."
1,haha i love you ashley ur ahhh-mmmm-aaa-zzzz-ing!!!
1,I love the Los Angeles Lakers...
1,I need some of that geico balboa stuff..
1,i love angelina jolie.
1,london is a good place to meet up friends...
0,I hate Purdue.
0,"I've been working on an article, and Antid Oto has been, er, so upset about the shitty Harvard plagiarizer that he hasn't been able to even look at keyboards."
1,"despite it's kind of bourgie-ness, i LOVE UCLA!!!"
0,"Recently, Hillary Clinton and other extremist liberals announced plans to filibuster Bush's pick to head the FDA."
1,i love seattle..
0,AH SHIITE I LOST FIFTY CENTS TO THE SUPERBOWL { I HATE YOU SEATTLE!!! }...
1,I think it's pretty clear Angelina Jolie is an ignorant racist.
0,Boston SUCKS.
0,Now I can totally rub it in my dad's face that Seattle sucks more than Pittsburgh does.
0,I can see why he might have had problems with Karen but Toyota Alexa is useless and Jo is MENTAL!!!
1,Love Story At Harvard [ awesome drama!
0,You are a fucking bitch and I think I may hate you even more than I hate Paris Hilton...
0,Tom Cruise needs to suck it up and so does Scientology in general.
1,Boston's been awesome.
1,"Personally, I blame Angelina Jolie, a psychologically-damaged attention-seeker who seems to have somehow convinced almost every woman on LJ that having an icon with her face on it makes you a sexually-interesting noncomformist wildchild."
1,i love our trips out to london pissed out of our faces on shitty booze...
0,I hate London!!!!!!!
0,stupid lakers should have beat suns.....
1,I just love the new Volkswagen commercials.
1,I love Southwest Airlines!...(
1,LOVE STORY IN HARVARD 23.5 % vs Pinoy Dream Academy 14.6 % ( at nanatiling bangungot! ).
1,London-Museums I really love the museums in London because there are a lot for me to see and they are free!
0,those two shining beacons of freedom snuffed out by the evil George W Bush...
1,but the macbook looks so awesome.
1,Boston's been awesome.
1,"Of course, the MacBook is totally useless with only that 512mb of ram("
1,"personally, i still love my 1999 toyota camry, 4 cylinder, 35mpg, gray, comfy, smooth, dependable...."
0,UCLA was stupid.
0,Now I can totally rub it in my dad's face that Seattle sucks more than Pittsburgh does.
0,Let me just tell you now how much I hate Capital One.
1,I love American Express!
0,I needed San Francisco but not until a month ago.
1,TEAM LA clippers and lakers are lookin good.
1,I love Tom Cruise.
0,TAKE THAT STUPID UCLA!!!!!!!..
0,LAKERS sucks ASS!
0,我還在用that stupid BOX CAR-HONDA CRX = o = 。 CRAP GAME!..
0,I hate AAA.
0,"boston kinda sucked, but my cousin erica in connecticut and my auntie pearl and uncle milin were cool."
1,I LOVE SEATTLE.
0,"besides, UCLA was a stupid dream..."
1,I used to like Tom Cruise but the Matt Lauer interview really turned me off.
1,"v. s. what should be a AAA team right now 10 % of this weekend has been so awesome,.. that I dont even mind working the other 102 % of it....."
0,boston was full of sexy college girls and how i wish i wasnt there with my classmates.
1,I like honda civics!!!!!!.
1,"Wow, having XP on my MacBook would be awesome..."
1,i love you my harvard boy..(
1,I love Harvard guys...
1,The leader of Hyundai is a great one to study.
0,"I'm tired of Madonna, Tom Cruise, and Brangelina being in the news."
0,Seattle sucks!!
0,& US Airways REALLY REALLY REALLLY SUCKS....
1,aaa superb giler mlm nii..
1,for as long as I can remember I've wanted Honda....
1,Purdue campus is beautiful.
1,I used to like Tom Cruise but the Matt Lauer interview really turned me off.
0,"Mind you, I blame the mother mit der early toilet training."
1,I loved Boston and MIT so much and still do.
1,I enjoyed seeing Hillary Clinton give a speech with Bill in the background.
0,I hate Volkswagen because....
1,", Boston is great..."
1,i love mit and harvard both..
0,i wouldnt really recommend uk anymore i hate london.
1,cause obviously toyota dealer is cheating on my feelings..
1,"When I saw the letter that said 19,000 people applied, I no longer feel so crappy about the Harvard thing."
1,the beautiful Harvard grad —..
0,I hated Seattle.
1,"The Toyota model of doing things is obnoxious, too."
1,"i look across my beautiful boston, and something inside me is taken aback, struck with such force that i lose my breathe for a second..."
0,i hate boston too!!!
1,i love mit and harvard both..
0,seattle sucks!!!...
1,Love Story At Harvard [ awesome drama!
1,MIT was amazing.
0,I hate Purdue.
0,Seattle sucks!!
1,We all know that we love Paris Hilton...
0,purdue's football team does SUCK!
1,"I just wanted to remind them what that felt like, and to know that UCLA is a very good football team."
0,Now I can totally rub it in my dad's face that Seattle sucks more than Pittsburgh does.
0,"Since then, 25 automakers including Toyota Motor Corp. and Honda Motor Co. have recalled about 370,000 defective vehicles, according to the agency."
0,I hate AAA...
0,BOSTON SUCKS!!
0,I hate San Francisco State.
0,I love and hate Paris Hilton all at the same time.
1,"It's about the MacBook Pro, which is awesome and I want one, but I have my beloved iBook, and believe you me, I love it.."
1,I LOVE UCLA.
1,"Today, when Monkee was backing out of the Milpitas Library's parking lot, some old asian man driving a Toyota was driving the wrong way."
0,tom cruise sucks.
1,ucla was awesome with or without the awards and you know it.
1,i love angelina jolie.
1,I also love Boston Legal...
1,I'd like to talk today about how much I hate Paris Hilton.....
1,I love the Los Angeles LAKERS!!!.
0,THIS SONG SUCKSSSSSSS i hate paris hilton.....
0,"London yesterday kinda sucked tbh, well, the Houses of Parliament did anyway."
1,"Apparently, MIT and Olin are awesome."
0,and lakers sucked and still suck..
0,* Honda's new paint scheme looks kick ass...
0,AH SHIITE I LOST FIFTY CENTS TO THE SUPERBOWL { I HATE YOU SEATTLE!!! }...
0,"The history here goes back to the summer of 1992, when the San Francisco Giants were terrible."
0,"the allstate thing is coming along, kinda sucks but whatever."
1,I like honda civics!!!!!!.
1,Shanghai is a beautiful city..
1,"To live in seattle, in my own place, to listen to my favorite song on repeat as loud as I want, and listen to the rain......."
0,seattle sucks!!!...
1,"Remember, if you win, I'd like a Volkswagen Golf GTi please.."
1,"The more I see, the more I like this newest mini-campaign from Geico."
1,& i adore my little honda < 3.
1,PURDUE FUCKIN ROCKS!!!
1,My Purdue Cal friends are awesome!..
1,= D i love Tom Cruise!!!
1,I think at this moment i love San Francisco better than L. A..
1,the beautiful Harvard grad —..
1,I love Boston too!
0,BOSTON SUCKS!!!
0,"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED."
0,stupid lakers!!!!!!!!!!!
0,"yeah, I'm already an hour away from T. O. so it's not close for me to go to kitchener or London which sucks..."
0,I WANT MIT!!!!!!!!!!!!!!!!!!!!!!!!!!!!!..
1,Angelina Jolie is beautiful.
1,I need some of that geico balboa stuff..
0,stupid lakers....
1,It was really ironic that he spent the first part of class talking about his own professor at Harvard who was a pompous arrogant ass.
1,i'm currently watching love at harvard on youtube(
0,i wouldnt really recommend uk anymore i hate london.
1,"Paris Hilton – Sexy, relevant to a different kind of Bar..."
0,i hate the lakers..
1,i love in seattle..
1,"I miss my UCLA buds a lot, especially my BW friends."
0,Now I can totally rub it in my dad's face that Seattle sucks more than Pittsburgh does.
1,i love our trips out to london pissed out of our faces on shitty booze...
1,"I also love the new rabbits, I still want an x-terra-but Luke's will do, and I kinda like Honda Elements, but they got a bad safety rating: (.."
1,I like honda civics!!!!!!.
1,I so want a MacBook.
1,love story in harvard has a good ending...
0,"which we theorize might be why AllState had such terrible car insurance offers for us-perhaps they use an averaged credit score, rather than the higher of the two)"
1,The seattle scene is pretty amazing too....
0,"lost a friend recently, Chris Handy, it isnt going to be the same without seeing him tooling around clinton in crappy Honda, with a header..("
1,walked on over to bead source and I decided I wanted a volkswagen shaped bead.
1,I need to pay Geico and a host of other bills but that is neither here nor there.
1,i went to look into the details about my graduation gear and when i came back my beautiful blue toyota PASS got a ticket for being 5 min.
1,"AAA's "" Q "" is catchy and an ear worm, like many of the things they've done."
1,anyways i loved beijing as much as i loved shanghai.
1,ps i LOVE toyota and yeh you need a HIS AND HERS....
1,I love the Toyota Prius.
1,I would love to go Shanghai with sister..
0,"yeah, I'm already an hour away from T. O. so it's not close for me to go to kitchener or London which sucks..."
1,the fact that i love paris hilton or like the color pink...
0,"the Toyota plant is the wrong type of growth, â   said Tom Messier, Bedford City."
1,i do i love angelina jolie!..
1,AAA rocks.
0,seattle sucks anyways.
1,i do i love angelina jolie!..
0,"im not much of an upstate person, but i hear boston college & b. u. are great = ]."
1,luckily MIT is amazingly friendly and it's covered... ( this photo is what my vaccine card would look like mod rabies -- if I could find it! )..
1,"But I love London's "" big city "" feeling."
0,"UCLA is stupid, I realized."
1,I love Angelina Jolie.
0,i wouldnt really recommend uk anymore i hate london.
1,i love shanghai too =).
1,"I love Boston, too: )."
1,i love my new Macbook..
0,i wouldnt really recommend uk anymore i hate london.
1,The group that won AAA was good...
0,i fucking hate you san francisco...
0,"Since then, 25 automakers including Toyota Motor Corp. and Honda Motor Co. have recalled about 370,000 defective vehicles, according to the agency."
1,AAA rocks.
1,I love paris hilton...
0,I hate London!!!!!!!
1,have an awesome time at purdue!..
0,"harvard is dumb, i mean they really have to be stupid to have not wanted her to be at their school."
1,I need some of that geico balboa stuff..
0,United Airlines'website sucks.
1,"v. s. what should be a AAA team right now 10 % of this weekend has been so awesome,.. that I dont even mind working the other 102 % of it....."
1,I need some of that geico balboa stuff..
1,UCLA is beautiful.
0,"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED."
0,shopping in shanghai that is terrible thing.
0,The Lakers can suck me...
1,well i'm gonna go enjoy being in seattle.....
1,"Though I want a Vios / Honda Jazz badly, I think I'll be fine in a 2nd hand Myvi or Waja or Gen 2 or anything decent."
1,"Geico would be great, and I really hope that works out."
1,"usually, i can't at my house but i'm at the library but i moved into my aunts house in san carlos to go to school here because schools in san francisco sucks BIG TIME!"
1,Augh I love Tom Cruise!
1,"I still love the Lakers best, though!).."
0,Stupid UCLA....
1,"Information specifically related to angelina jolie pictures at celebs can be difficult to find, but not when I hit this site-thanks."
1,I also like Boston.
1,= D i love Tom Cruise!!!
1,i do i love angelina jolie!..
0,i hate angelina jolie...
1,I want a Sony Vaio Vgn-Ax580G which is 2299.99.
0,1 I LIKED THE LOOK OF MY HYUNDAI >. < i just hated the engine pick up and crap.....
0,stupid American Airlines!.
0,I hate the Lakers...
1,i love old shanghai...
1,I love Tom Cruise!
1,I'm still not sure if I like London.
0,"lost a friend recently, Chris Handy, it isnt going to be the same without seeing him tooling around clinton in crappy Honda, with a header..("
0,Then we had stupid trivia about San Francisco and sci fi tv so we left...
1,Some ugly Toyota wanna be Hummer Honda Element.....
1,reason 949 why i love working at Allstate...
1,"Yep, I'm still in London, which is pretty awesome: P Remind me to post the million and one pictures that I took when I get back to Markham!..."
1,I loved Boston and MIT so much and still do.
0,Another generation of Harvard students will be weaned into adulthood on a steady dose of feeling sexy ( even during the day ) and covering up the consequences of all that sexiness by whatever means necessary..
1,It WAS a definite option for me to work to get into a school like Harvard.
1,"San Francisco Coffee rocks, yo!"
1,I love Tom Cruise!
0,oh! Traffic in Seattle sucks!
0,"i hate 3 paris hilton, halary duff, lindsay lohan."
1,"Apparently, MIT and Olin are awesome."
1,i like those united airlines commercials.
0,oh! Traffic in Seattle sucks!
1,"I also love the new rabbits, I still want an x-terra-but Luke's will do, and I kinda like Honda Elements, but they got a bad safety rating: (.."
0,we have a boring as shit blue 2005 toyota carolla.
1,I love the lakers even tho Trav makes fun of me.
1,"UCLA is beautiful because it's so hilly, but I don't think I'll be going back to my dorm for anything trivial hahah..."
0,stupid lakers should have beat suns.....
1,"Oh man, last night's Lakers playoff game was awesome."
1,i love our trips out to london pissed out of our faces on shitty booze...
1,I also love Boston Legal...
0,"stupid, stupid UCLA.."
1,I love the Toyota Prius.
1,"Today, when Monkee was backing out of the Milpitas Library's parking lot, some old asian man driving a Toyota was driving the wrong way."
1,"Personally, I love my Sony Vaio, it has the most amazing screen in the world, and has never given me any trouble ever and weighs 4 pounds..."
1,I like honda civics!!!!!!.
1,I liked Tom Cruise until he dumped Nicole Kidman.
0,"I've been working on an article, and Antid Oto has been, er, so upset about the shitty Harvard plagiarizer that he hasn't been able to even look at keyboards."
0,"I've been working on an article, and Antid Oto has been, er, so upset about the shitty Harvard plagiarizer that he hasn't been able to even look at keyboards."
1,"i look across my beautiful boston, and something inside me is taken aback, struck with such force that i lose my breathe for a second..."
1,We all know that we love Paris Hilton...
1,i love angelina jolie.
1,"I still love the Lakers best, though!).."
0,I hated Boston.
1,The seattle scene is pretty amazing too....
0,I hate Tom Cruise.
0,It seems to me that everything I want is in Seattle.
0,I hate Hillary Clinton.
1,I think that Honda's line is the most interesting..
0,"For the millionth time, US Airways sucks!"
0,"I should remind that self that my boring green'96 Toyota Camry has 230k on the odometer, hasn't been to get a tune-up in over a year -- poor thing;"
1,I love the Toyota Prius.
0,i wouldnt really recommend uk anymore i hate london.
1,", manz i love her: D! i love our shanghai hotel's toilet as well cos it's fabulously clean!"
1,I love Seattle;
1,"n metti wa gor wait me end up the ce,. then we hv dinner ga..... i love u galz say "" wait me "" aaa."
1,I need to pay Geico and a host of other bills but that is neither here nor there.
1,i love in seattle..
0,I hated Boston.
1,San Francisco's Disastrous Policy Exposed!..
1,i love ucla..
1,I love the Toyota Prius.
1,i love shanghai ~ ~ ~ ~ 外滩好像有一家专卖上海纪念品的小店 ~ ~ ~.
0,"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED."
1," I LOVE SHANGHAI VERY MUCH!
harvard sucks.
AAA was horrible..
Honda is calling back some 423,344 vehicles in its home market of Japan over faulty key interlocks which allow keys to be removed from the ignition when the gearshift is in positions other than'park.
boston college is good too < 33.
I love a good Angelina Jolie movie.
AAA can suck my ass.
Love Story In Harvard.
I would have missed that crappy Toyota of yours....
stupid lakers.....
This means we beat out schools like MIT, which is amazing for a relatively small, unassuming lil'IS department.
I told her that UCLA is excellent for both...
hey i ees like ata friendz house so ees not going 2 b leevn much commentz but u can stil like leev some commentz(
I still like Tom Cruise.
I really, really hate TOM CRUISE.
I hate Tom Cruise like anyone else, but dude's acting has impressed me ever since MINORITY REPORT.
It was really ironic that he spent the first part of class talking about his own professor at Harvard who was a pompous arrogant ass.
we have a boring as shit blue 2005 toyota carolla.
The seattle scene is pretty amazing too....
I like being at Purdue, not with my family.
i'd love to see the clips and lakers in the second round, though the winner would just be a stepping stone for the mavs or spurs...
Tom Cruise sucks.
UCLA sucks...-It's thundering outside really loud and my cat could not be more pissed off...-I turn 25 in one week and one day.
If God exists, why are morons like Paris Hilton considered beautiful?.(
i'm currently watching love at harvard on youtube(
stupid lakers....
Toyota is doing some amazing things with fuel economy.
so mit is evil.
I absolutely love my MacBook Pro.
Well apparently all people driving toyota 4runners are appalingly ugly, or so one would think based on him not even glancing in my direction!
THIS SONG SUCKSSSSSSS i hate paris hilton.....
The seattle scene is pretty amazing too....
I love Tom Cruise.
Another stupid State Farm thing in Chicago with my uncle from Ohio.
boston is great: ).
LOVE STORY IN HARVARD 23.5 % vs Pinoy Dream Academy 14.6 % ( at nanatiling bangungot! ).
The Harvard-Yale study was depressing, she says,  but my thought was,'I'm not a statistic."
1,"I love Angelina Jolie and i love you even more, also your music on your site is my fav."
0,I hate Tom Cruise.
1,"I like being at Purdue, not with my family."
1,this makes me really love san francisco today.
1," I LOVE SHANGHAI VERY MUCH!
I looked up the actual auction, and saw that someone named hurstolds1 actually did make an offer for $ 4,000 on the stupid Toyota...
Harvard Square is a beautiful sight when the women start putting on their warm-weather clothes..
I hate Tom Cruise..
i love shanghai ~ ~ ~ ~ 外滩好像有一家专卖上海纪念品的小店 ~ ~ ~.
london sucks....
, yeah i like this song i actually do like paris hilton, most people don't like her.
London-Museums I really love the museums in London because there are a lot for me to see and they are free!
i love in seattle..
Have I told you I hate Tom Cruise?..
i really want a volkswagen beatle with purple and pink polka dots, it'd be rad...
, Boston is great...
As the lightening strook and the thunder rolled in the late evening, I drove me and my two buddies, James and Kelly, in my beautiful toyota landcruiser off into the mountains of summerland.
I think at this moment i love San Francisco better than L. A..
Hillary Clinton is dishonest and calculating, no matter how obviously honest her answers are.
i hate u so much aaa!!.
Excellent news for the San Antonio Spurs.
I've prayed and been praying that God bless the UCLA Taekwondo program and let me do His work through it.
The Lakers can suck me...
+ + + Bruce Willis hat den PrÃ ¤ sident von Kolumbien verÃ ¤ rgert weil er ganz arrogant das Land wegen der Koks-Dealer mit Terroristen gleichsetzt..
By the way, I hate LONDON...
Synopsis: A Japanese cosmetologist, one Shanghai lady taxi driver, both respectively with doubts towards their own emotions and future, meet one particular night in a beautiful dazzling Shanghai.
And I would love myself a Macbook ( to be used for number crunching, surfing, gaming, and word processing ) if not for anything than it's  cool "" factor lol.."
1,LOVE STORY IN HARVARD 23.5 % vs Pinoy Dream Academy 14.6 % ( at nanatiling bangungot! ).
1,I need to pay Geico and a host of other bills but that is neither here nor there.
0,The decline began with two dismal movies starring Angelina Jolie:
0,I WANT MIT!!!!!!!!!!!!!!!!!!!!!!!!!!!!!..
1,Angelina Jolie is beautiful.
0,"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED."
1,boston college is good too < 33.
0,stupid UCLA..
0,我還在用that stupid BOX CAR-HONDA CRX = o = 。 CRAP GAME!..
1,I Love Angelina Jolie.
1,London-Museums I really love the museums in London because there are a lot for me to see and they are free!
0,lakers suck now.
1,"either or, not too big though, I think Angelina Jolie's are unattractive."
1,"Oh, how I onced loved to make Harvard undergrads cry with my grammar skillz!!"
1,haha i love you ashley ur ahhh-mmmm-aaa-zzzz-ing!!!
0,and i blame angelina jolie!
1,But I miss Boston.
0,"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED."
1,"On a lighter note, I love my macbook."
1,", Boston is great..."
0,It seems to me that everything I want is in Seattle.
1,I love UCLA but miss everyone from back home.
0,I was rejected by the stupid San Francisco literary agency that I sent my manuscript to.
1,"halos lahat ata ng nationality, naging customer na nya."
1,", how we love Paris Hilton's personality.
I'm loving Shanghai > > > ^ _ ^.
london sucks....
I much preferred the Boston accent in the Departed...
seattle sucks anyways.
I'm beginning to really distrust Toyota dealerships.
On a lighter note, I love my macbook.
stupid lakers.....
I loved Boston and MIT so much and still do.
Three days at Purdue with three awesome people.
I need some of that geico balboa stuff..
Cs: I've heard San Francisco is beautiful..
When I saw the letter that said 19,000 people applied, I no longer feel so crappy about the Harvard thing.
UCLA is stupid, I realized.
I love paris hilton...
I like Tom Cruise, as I've stated over and over.
Seattle sucks in bumper to bumper if you're on a hill with a stick shift.
I hate Paris Hilton Paris got arrested last night for a DUI, spent 15 minutes in jail, and in the morning called Ryan Seacrest to  set the record straight."
0,Now I can totally rub it in my dad's face that Seattle sucks more than Pittsburgh does.
0,I hate Tom Cruise..
1,I miss London...
1,All I can say is Northwest airlines are a bunch of idiots as well as Delta and if at all possible I won't be flying with them anymore...
1,"When I saw the letter that said 19,000 people applied, I no longer feel so crappy about the Harvard thing."
0,"as title, tho i hate london, i did love alittle bit about london.."
1,harvard is for dumb people.
1,GOD WHY BE SO CRUEL Chicago Bulls are 12-17 after a crushing loss to the phoneix suns 107 to 98 katie i will find u and ur voddoo doll and rip both ur spleens out..
0,Way to go stupid Lakers..
0,"Recently I viewed a few myspace'i hate paris hilton'forums, and some of the things people would say about paris was absolutly disgusting and horrible."
0,I HATE the Toyota commercial with the boxes bouncing around.
1,"One of them is an unbelievably great position at American Express, doing bond analysis."
1,boston is great: ).
0,I hate the Boston Red Sox..
1,I loved Tom Cruise...
0,stupid lakers....
1,Harvard Square is a beautiful sight when the women start putting on their warm-weather clothes..
0,I totally dislike Angelina Jolie.
1,yes i love Paris Hilton.....)..
1,AAA rocks.
